% 
% 
@RELATION Tamura 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE 10 REAL
@ATTRIBUTE 11 REAL
@ATTRIBUTE 12 REAL
@ATTRIBUTE 13 REAL
@ATTRIBUTE 14 REAL
@ATTRIBUTE 15 REAL
@ATTRIBUTE 16 REAL
@ATTRIBUTE 17 REAL
@ATTRIBUTE 18 REAL
@ATTRIBUTE class {C02, C01, C03} 

@DATA 
2.77587890625,3.7582882876943575,2935.0,13.0,9.0,29.0,23.0,40.0,101.0,319.0,32.0,14.0,12.0,24.0,13.0,19.0,45.0,216.0,C02
2.73388671875,3.560582258640287,3073.0,36.0,22.0,29.0,13.0,19.0,21.0,188.0,101.0,41.0,31.0,42.0,22.0,15.0,22.0,169.0,C02
2.763671875,3.6400826930407257,3016.0,11.0,9.0,25.0,27.0,15.0,44.0,350.0,24.0,19.0,13.0,29.0,15.0,16.0,43.0,188.0,C02
2.65087890625,3.41127383038503,3115.0,13.0,15.0,30.0,26.0,32.0,57.0,170.0,23.0,13.0,16.0,34.0,25.0,31.0,58.0,186.0,C02
3.29248046875,4.814391491275363,2663.0,16.0,13.0,45.0,32.0,43.0,113.0,369.0,16.0,9.0,14.0,48.0,43.0,67.0,166.0,187.0,C02
2.2314453125,3.1258156611588013,3189.0,16.0,12.0,17.0,17.0,19.0,34.0,207.0,44.0,10.0,16.0,21.0,18.0,17.0,64.0,143.0,C02
2.82861328125,3.7820912341116553,3088.0,12.0,6.0,25.0,37.0,30.0,121.0,263.0,19.0,13.0,10.0,15.0,10.0,16.0,19.0,160.0,C02
2.83349609375,3.9070255846004134,2974.0,57.0,18.0,55.0,30.0,42.0,140.0,317.0,31.0,5.0,11.0,23.0,16.0,14.0,16.0,95.0,C02
2.787109375,4.089338213809083,2983.0,40.0,18.0,30.0,12.0,18.0,34.0,328.0,100.0,29.0,14.0,37.0,31.0,24.0,33.0,113.0,C02
3.15771484375,4.35688329419216,2896.0,30.0,12.0,48.0,42.0,55.0,116.0,340.0,17.0,19.0,13.0,20.0,17.0,21.0,34.0,164.0,C02
